variable_1,variable_2
Mọ gbádùn wíwọ fíìmù náà. Ìgbà àkọkọ tí mo rí kí Nollywood ṣe nkán tí o le díje ní àgbáyé,positive
"Farming dá lé ìtàn ayé ò kọwé ati Olùdarí Adéwálé Akinnuoye-Agbaje gẹgẹ bí ọmọdé kùnrin Nàìjíríà, tí àwọn ẹbí alawọ funfun gba sí ọdọ ni ọdún 1980. Èyí jẹ òun tó ṣẹlẹ larin odun 1960 sí ọdún 1980, èyí tí a mọ̀ sí ògbìn. Fíìmù náà dá lórí bí ọmọdé kùnrin yìí ṣe da'mu láti mọ ẹni tí o jẹ,pẹlu ìyá alawọ funfun tí o jẹ ẹlẹ́yàmẹ́yà tí o má n ni àti òbí Nigeria rẹ tí wọn pa àṣà mọ èyí tí o má n rí ní ọdún kánkan sí ra wọn. O tiraka láti gba irú ènìyàn tó jẹ o sí tún nife lati je alawọ funfun èyí tí o sọkún fa ki o dára po mọ́ àwọn ọrẹ búburú èyí tí o jẹ ki o kùnà pátá pátá. Nígbà tí àwọn àjálù burúkú sele ní o to pada sí ònà tí o tọ,tí o sí faramọ́ iru faramo irú ènìyàn tí o jẹ́.O dára lọpọlọpọ. Damon Idris jẹ  òṣèré pàtàkì tó gbìyànjú láti jẹ kí a mọ bi o se kórìra ará rẹ àti àwọn tó won jọ ní àsà kàn náà,tí o sí tún kórìra àwọn ẹgbẹ tuntun tí o yíká. O jẹ fíìmù tí o gara tí o sí lágbára. Ìbànújẹ ọkàn mi o jẹ fún mi láti rọ iye àwọn ọmọ ti irú nkan bayii ṣẹlẹ́ sí. Yi o jẹ ìjàkadì nla fún wọn láti faramọ́ ìgbé ayé Nàìjíríà lẹyìn tí wọn tí gbé pẹ̀lú àwọn òbí alawọ funfun",positive
"Íṣe Olùdarí àkọkọ Akinnuoye - Agbaje je itan tí o  bá ní nínú jẹ́ to dá lórí ìrírí Olùdarí náà èyí tí o jẹ ọmọ ti wọ́n 'gbìn jáde' ni Nàìjíríà lọ sí ìlú ọba ni asiko ìgbà kan . Wí wo ìgbà àkọ́kọ́ fíìmù yìí fi ibi ati òṣèré tí o ṣé gbàgbọ́ nípa wípé a ti ni ìrírí rẹ̀,ìgbà míràn yíò gbà ọnà ti o ni ìtúmọ̀ yíò fi ipá eni tó n rántí ìrírí ayé rẹ̀ ti o fi àwọn ìṣẹ̀lẹ̀ pataki hàn. Sí wájú sí, fíìmù nà kò tọ́ka sí ibi tí o ti ṣẹlẹ, ṣùgbọ́n ìjàkadì tí òṣèré pàtàkì n jà nínú rẹ. Pẹlú gbagbo èyí, òṣèré pàtàkì fíìmù na ni ìwà ti o fé kí àwọn olùwò yíò fe mo bí o ṣe dàgbà sókè nínú fíìmù náà. Lápapọ̀, ìgbìn jẹ iṣẹ Olùdarí àkọ́kọ́ tí o kọjú sí ọ̀rọ̀ ìdánimọ̀ méjì àti ìkórìrá ẹni ní ọnà tí o fi òun púpọ lẹ̀laisọ sùgbọ́n o pèsè ìbànújẹ́ ati ìkòrò fun ènìyàn tó n tiraka fún ìtumò ati ìdánimọ̀. Òun tí a lè nifẹ sí pọ ninu fíìmù yìí, èyí tí o mú ìgbà kan ninu ìtàn àwọn aláwọ̀ funfun wá sáyé, pàtàkì kókó ọ̀rọ̀ ara eni ye ju ìṣẹ́jú éjeléniọgọ́run ti won fi ṣe.",positive
"O jẹ fíìmù tí ì dára tí o sí ní anfààní nípa òrò ìfẹ, ìgbàgbọ, mọlẹbi ati ìdánwò ayé,ko pẹ ojú òṣùwọ̀n ṣugbọn mo gbádùn rẹ, mo nifẹ Mawuli Gavor má tún wo lati rí ní ẹ̀kàn si.",positive
"Fíìmù tí o dára,rí o sí je ki o ṣe èmi, gbìyànjú láti mọ ibí tí yíò darí si",positive
"Ìṣètò(Set Up) ni ipa. O farapẹ́ fíìmù òyìnbó. Àmì idayatọ rẹ wà ní òkè tente, tí e bá wò, iṣẹ Nollywood yíò wù yín lórí. O fi hàn wípé pẹlu oríṣìíríṣìí aiṣedede tí o wa ní Nollywood , àwọn ẹbùn gbógì sí wá,tí tí o lẹ kú. O dára púpọ,gbogbo owó tí e bá na lẹ to sí nítorípé ni ìgbà tí a wo tán,àtéwọ́ gbalẹ́ kan ni.,",positive
"Ẹ gbàgbé pé o ní orúkọ Nollywood ayé àtijọ́, 'Mama Drama' kò dára lásán,ójù bẹ lọ, fíìmù yìí jẹ́ gídí,o dára lọ́pọ̀ , o sí ní ìtàn tó rọrùn, o jẹ eré tó yanilẹ́nu. Shaffy Bello dúró bí ọba ṣugbọn is yìí pe ni gbogbo ọnà. O pa ni l'ẹrin,to bẹ gẹ tí e o má rẹrìn takiti lórí ijoko. Síbẹ̀ ko kí n se fíìmù aláwàdà, kò sí dín láti fara pẹ. Mama Drama jẹ́ eré ní gbogbo ọnà. O kìí,o ni àṣàrò, o sí dára lọpọlọpọ. A kò gbọdọ̀ pàdánù rẹ̀",positive
"Mo gba níyàn fún àwọn olólùfẹ́ Bàbá Suwe nítorípé kò dára púpọ̀.Sugar Rush wà fún àwọn olólùfẹ́ Bàbá Suwe nìkan. Kò sí íṣe ọnà tó dára, Àwàdà rẹ̀ ṣé ṣọ tẹ́lẹ̀. Kò ní àárò tẹ́lẹ̀ rara. Wọn kò ṣè fún olùwò ọlọ́gbọ́n. Lati ìbẹ̀rẹ̀ dé òpin, iyàrá náà ti kú fún ẹ̀rín láti ìgbà sí ìgbà tó bẹ gẹ ti wọ́n wúkọ́ láì jẹ́ kí wọn mí fún ìgbà díẹ,o jẹ òun iyalẹnu fún àwọn kàn,wọn sí fẹràn rẹ ṣùgbọ́n mo korira rẹ,kò mú ọgbọ́n dání.",positive
"Won se fún iṣẹju merin din ni adọrin, ọmọ ifijiṣẹ (The Delivery Boy) je ojúlówó ìtumò wípé dídára lori ọpọ. Fíìmù yìí je ìkan lára àwọn fíìmù gidi ti o ti jade ni  ọdọ Nollywood. Awọn to ṣe ní òye láti pa ìtàn ti o dára tí o sí pelu ìmọ - ẹrọ tó dára.
 
 
 
A gbádùn rẹ nígbà tí a woni èní, bẹ sí ní akojọpọ eniyan ti a ko wo. Gbogbo wa la kuro ni iyara láì ni ìbànújẹ. O sí dá wa lójú pé bẹ mi o ṣe rí fún eyin naa. Ọmọ ifijiṣẹ náà(The Delivery Boy)ko pẹ, ṣugbọn a lè sọ fún yín pẹlu ìgboyà wipe,tí e bá ní fíìmù tí o jẹ kẹ sanwo fún láti wò tí e sì lè tí lẹyìn,ọmọ ifijiṣẹ náà(The Delivery Boy) ni o yẹ kó jẹ. O ní ìgboyà o sí tún tẹ síwájú.",positive
"Jumbled' jẹ fíìmù tí o dùn tó sì pa'ni l'ẹrin. O ò kórìra àwọn òṣeré fún ìgbà díẹ̀ o sí tún fẹràn wọn díẹ̀ si. 'Jumbled'jẹ fíìmù pàtàkì tí awọn ọmọ Nigeria má n fẹràn. Fíìmù tí o dára gidigan, kò pẹ́ ṣùgbọ́n o dára bákanáà",positive
"Íṣe takuntakun àti àyẹ̀wò lọ sí inú iṣẹ yìí, iṣẹ takuntakun, àmì rẹ dára yàtọ̀ bákannáà, òtítọ́ ati ìgbé kalẹ̀ rẹ ya ní lẹ́nu gídígán",positive
"O kọja bẹẹ, ẹ ó fẹ́ wọ fíìmù yìí, fíìmù náà jẹ́ oun tí e ma gbádùn yàtọ̀, Nollywood to dùn gaara",positive
"Àbùdá tó yàtọ̀ ni ọkàn kìnìún (Lion heart) o gbé àmì ìdáyàtọ̀ lórí. Iṣẹ́ lọ́pọ̀ rẹ̀ jẹ́ ọgọrun gbogbo nkán, o jẹ alára dan mère mère.",positive
Iṣẹ́ lọ́pọ̀ rẹ tí yọrí ju awọn akẹgbẹ rẹ̀ lọ ní orílẹ́-èdè Afirika. Fíìmù náà jẹ́ ìgbésẹ̀ àrà ní ọ̀nà tí o tọ fún ṣinimá Afirika.,positive
"Íṣe àrà làti ọwọ́ Kẹ́mi Adétiba, ìtàn náà ni akọsilẹ dáadáa, ìwà àkọọlẹ tí o yege. Gbogbo àwọn òṣeré ṣiṣe takuntakun. Fíìmù yìí jé ti àgbáyé,mo kàn sárá sí gbogbo ẹgbẹ awọn atuko",positive
"Gbogbo nkán nípa fíìmù náà ni wọ́n ti dáa dáa. O ní àwọn òṣeré tí o ṣe ipá wọn gídígán, ojúlówó ìtàn àti iṣeto àwòrán yí o yege jùlọ",positive
"Ìtàn alailọwaya, a lè gbà iṣẹ́ ọpọlọ àwọn òṣeré gbọ́, dídára àwòrán náà jẹ́ iyalẹnu.",positive
"Fíìmù orílè-èdè Nàìjíríà tó dára jùlọ tí mo yí rí, fíìmù yìí yá ní lẹ́nu, alátiúdá púpọ àti alailọwaya. Mo fẹràn ni ìtàn náà se jẹ́ ti òde òní,tí o sí tún n'isẹ pelu òun tí o nlọ ni orílè-èdè Nàìjíríà lọwọ yìí, iṣẹ́ àrà ní . Alayé ní Ṣọlá Sobowale jẹ́",positive
"Mo fẹ́ tún wò.
èyí jẹ́ ìkan lára fíìmù orílè-èdè Nàìjíríà  tí mo fé tún wò. Iṣẹ́ àrà ní o jẹ́ títí dé òpin.",positive
"Fíìmù tó níyì. 
òṣèré pàtàkì rẹ jọmílójú,orin tí wọn yàn kún ojú àmì, ẹdá rẹ dára lọpọlọpọ.",positive
"Fíìmù aláìlọ́wàyà, fíìmù  Nàìjíríà tó pẹ ojú òṣùwọ̀n nínú ìtàn. Kẹ́mi Adétiba ati awọn kasiti ku iṣẹ́ takuntakun. Nígbà tí mo wò fíìmù náà,kò hàn gèrè wípé ọpọlọpọ awọn òṣeré nà o ní ìrírí. Ku iṣẹ́ takuntakun",positive
"Nírọ̀rùn,o jẹ́ òun tó dára.
 
kò jẹ òun ìyàlẹ́nu wípé Kẹ́mi Adétiba ló ṣe iṣẹ́ yìí. Gbogbo nkán nípa fíìmù na ni o pẹ ojú òṣùwọ̀n lára akẹgbẹ́ re ni Nollywood. Síbe sí,ayé wà fún ìtẹ̀síwájú. Ìwà àkọọlẹ jẹ́ oun ìpele gíga. Ṣùgbọ́n òun tí o tani lẹ́nu jùlọ ní bí wọ́n ṣe tunmọ ìtàn náà.",positive
Ìsíyèméjì ti o dára ṣugbọn o tí gùn jù. Mo fún ni ìwọn gbendéke nti o wà ní  òkè tente ni fíìmù orílẹ̀-èdè Nàìjíríà. O ní ìsíyèméjì bíntin ati àwòrán fíìmù tí o dára. Ṣọlá Sobowale jẹ́ àlàyé òṣeré.,positive
"Apanilẹ́rin, fíìmù ìfẹ  
 
Mo wò pelu ìrònú pe kò lè dá, ṣugbọn o gba gbogbo akiyesi mi,o jẹ fíìmù apanilẹ́rin. Yíò jẹ́ kí o rẹrìn pẹlu awọn òṣeré náà.",positive
"Ojúlówó.
 
Èyí dára jù gbogbo awọn fíìmù tí wọ́n pariwo lé bi Wedding Party, Chief Daddy àti bẹẹ bẹẹ lọ. Àwàdà rẹ̀ kò n ṣé t'ipá, ojúlówó iṣẹ ati ìtàn tó dára. Mo gbádùn rẹ lọpọlọpọ.",positive
"O fúyẹ́ o sí pa'ni l'ẹrin
Ìdíyelé góòlù àwàdà pelu ìtàn tó dára. Lati ọ̀dọ̀ awọn arábìnrin dé orí awọn alátakò,o gbọdọ̀ wò. Ka na so ìdá pìlẹ̀ àlà aìròtẹ́lẹ̀ ati ipá pàtàkì! Mo gba yi. Níye kí ẹ wòó.",positive
"Fíìmù náà dára mó sì gbádùn rẹ,mo rí òun tí mo gb'ọ̀kán le nigba tí Chief Daddy fí ma parí. Awọn òṣeré ṣé iṣẹ́ takuntakun àti wípé fíìmù náà pa ni l'ẹrin.",positive
"Mo fẹràn fíìmù yìí, iṣẹ́ eso aṣọ, aṣọ kagba ati orin wà ní ìbámu. Èkó dára loju,iṣẹ náà ṣé gba gbàgbọ́. Mo sì gbádùn àwàdà aìròtẹ́lẹ̀ bíi,lọ wò fún rà rẹ̀",positive
"Fíìmù tí a lè fi sinmi ní òpin ọsẹ, fíìmù tí o dára láti wò pẹ̀lú ẹbí àti ọrẹ lẹyìn ọsẹ ti o ní ẹni lára, paapaa jùlọ ní ìmí àwọn òṣeré kàn kàn pẹ̀lú bí wọ́n ṣe ṣiṣe wọn dára dára.sàárá fún Olùdarí,awọn òṣeré ati kasiti náà.",positive
"Ìtàn tó dára, ohùn ati fídíò tó dára púpọ̀, iṣelọpọ jẹ ohun ìpele gíga, àpapọ àwọn òṣeré dáa púpọ.",positive
"Íṣe tí o dára ati ìtàn ìfẹ
 
Mo fẹràn fíìmù yìí, o tu ní lára láti rí ìtàn ìfẹ tí o ya ní lẹ́nu jáde láti Afirika. Mo n wa awọn òṣeré yìí nínú fíìmù míràn.",positive
"Ohun tí o jẹ́ pàtó láti jẹ ọmọ Nàìjíríà, Genevieve Nnaji kú iṣẹ́. Fíìmù tí ènìyàn gbogbo gbúdọ̀ wò, Naijiria saara rẹ,má tẹ̀síwájú.",positive
"Lionheart: lẹ́tà  ìfẹ Genevieve Nnaji sí Nàìjíríà.
 
O mú ile-itage Nàìjíríà ti o ti di oku pada lọ sí ìlẹ̀ Enugu Nàìjíríà. O jẹ́ iṣẹ́ ìgboyà. O sí ní èrè",positive
"Òkàn kìnìú(Lion heart) jẹ fíìmù tí o dára, tí o sí fi gbogbo àyíká hàn dáadáa. Mo yan tókàn tókàn.",positive
"Fíìmù ìrẹ̀lẹ̀, apanilẹ́rin, ìdùnnú àti agbára.",positive
"Fíìmù Nollywood tó dára jùlọ
Ìwà -àkọọlẹ tó yege,orin rẹ dára, ẹ̀dá rẹ jáfárá. Kò ju bí o ṣe yẹ lọ.",positive
"Fíìmù tó dára
 
Asetanse lati ipò àṣà ìgbò,o yatọ sí eré tó kù. Mo nifẹ sí wipe awọn ìpìlẹ̀ yàtọ sí òun tí a lérò lati ọwọ fíìmù Afirika, ní ibi tí a tí lè sọ  àsọtẹlẹ òun ti o ṣẹlẹ.Genny kú iṣẹ́.",positive
"O jọnilójú
 
Ìpìlẹ tó dára tí a dá pọ pẹlú ìsíyèméjì ati ìgbàgbọ asán, o ṣe sọ tẹlẹ dè òpin pẹlu ìpìlẹ̀ lílò tí o dáa. Mo nifẹ iṣẹ Kunle Afoláyan, ẹni tí o má n kópa nínú iṣẹ tí o bá n kọ, darí tí o sí má n gbé jáde. O le ṣẹ̀ ọpọlọpọ iṣẹ́,èyí tí o jọnilójú",positive
Mo yàn fíìmù yìí fún ẹnikẹ́ni tó bá nifẹ sí ìtàn àti orísun Nàìjíríà,positive
"Fíìmù tí o dára
 
Mo ṣìyèméjì bóyá kí n  wò fíìmù náà kí n to ka iwe rẹ̀, ṣugbọn lẹ́hìn ìgbà tí mo wò fíìmù náà,ara mi ya gágá nípa ìwé àti ìtàn rẹ. Fíìmù tí o dára ni,má ṣìyèméjì nípa rẹẹ",positive
"O dara, e pa àtúnyẹwò òdì tí
 
Ní tòótọ,o ya ni lẹ́nu , mi kò gbàgbọ́ wípé Nàìjíríà ni wón ti ṣe, iṣẹ́ - lọ́pọ̀ rẹ jẹ́ pàtàkì, àwọn òṣeré rẹẹ ṣé mú yangàn. Gbogbo wọn ṣa ipá wọn dáa dáa,o sí dùn.",positive
"O jáfárá
 
Kémi iṣẹ́ rẹ̀ dàa yàtọ̀ gedegbe. O n dára sí ní gbogbo ìgbà, mí o lẹ dúró dè iṣẹ́ ọjọ́ iwájú. Ọpọlọpọ idaraya fún mi.",positive
"Fíìmù tó dára fún ìgbà ìsínmí 
 
O pa ni l'ẹrin pẹ̀lú àwàdà ti o ṣe gbádùn. Òṣèré ti o dára",positive
"Fíìmù tí o fé fi ìmọ́lẹ̀ hàn 
 
O dára,o sí jẹ́ òun tí o n ṣẹlẹ̀ lọ́wọ́lọ́wọ́. Àkọsílẹ̀ dára ósí jáfárá . O so ìtàn ní ọ̀nà méjì, èyí tí o n ṣẹlẹ̀ bayii ni ìbòjú kíkún àti èyí tí o ti kọjá ní ipò ṣinimá. Eré Afirika ti o lágbára.",positive
"N kò n ṣe olólùfẹ́ fíìmù Nàìjíríà, ṣugbọn eleyii tẹ́nilọ́rùn. Olùdarí Yan kasiti pẹlú ọgbọ́n, awọn òṣèré jí àwọn ìṣẹ̀lẹ̀ ẹ̀yìn òtítọ́ gbogbo. O jẹ́ asetanse ṣinimá èyí tí ì já sí kí Netflix ma kpin",positive
"Iṣẹ́ tí ó tayọ 
 
Ìṣe Temi Otedola jẹ́ ìyàlẹ́nu gan-an ní tòótọ́ . Mo gbádùn àwọn ìpele tí ìtàn náà ní ní kíkún àti ọ̀nà tí wọ́n fi ṣàfihàn àlàyé pàtàkì.",positive
"Tí ó bá jẹ́ oúnjẹ ni máa ní ó bu omi rẹ ẹnu 
 
Àgbọdọ̀ wò ni fíìmù 'citation' jẹ́, mi ò ri bí ohun tó le kù tà. Wọ́n fi ara balẹ̀ yan àwọn Òṣèré náà wón sì fi àmì ògbóǹtagì hàn, àwọn ibi tí wón lò dára lọ́pọ̀lọpọ̀ mi ò sì mọ̀ pé àwọn ilé ìwé gíga tí ó dára wà ní Senegal, àwọn ọnà àwọn adarí wa ní Áfríkà gbé àmì ìdáni mọ̀ Áfríkà yọ. 
 
Ẹ̀kọ́ tí ó wà nínú eré yìí, bí wón ṣe sọ ìtàn naa jẹ́ ọ̀nà tí ó ṣe pàtàkì, tí ó ní òye àti iṣẹ́ ọnà tí ó peléke.  Ìdádúró náà wà ní ìpele mìíràn, ìdàpọ̀ ti àwọn ìkùnsínú tí ó dá sí àwa oluùwò jẹ́ ǹkan mìíràn. 
 
Citation jẹ́ ohun tí o gbọ̀dọ̀ wò lọ wòó lórí NETFLIX",positive
"Ó wà ní bẹ̀!!! 🔥🔥🔥
Dájúdájú ère Áfríkà tó gbayì nínú ọdún yìí, mo gbádùn gbogbo ìṣẹ́jú tó wà nínú wákàtí méjì àti ọgbọ̀n ìṣẹ́jú 😀👏👏👏🔥🔥🔥🔥🔥🔥✔️✌️",positive
Citation : iṣẹ́ Kunle Afolayan fi ẹ̀tàn rọrùn bẹ́ẹ̀ ó lè ní ọ̀nà alágbàyídá,positive
"#LoveCitation
Ó yẹ kí n tí ṣe ìwọ̀n fíìmù yí ní ọgọ́rùn-ún ṣùgbọ́n kò sí ohun tí ó le jẹ́ ọgọ́rùn-ún òṣùwọ̀n ní pípé  bó tilẹ̀ jẹ́ pé gbogbo fíìmù náà sún mọ́ pípé . Ọ́gbéni Kunle Afolayan kò dó jú tì wá rí fún ìgbà kan láti ọjọ́ fíìmù #ìràpadà, ó máa n jẹ́ láti ìpele kan tí ọ̀jọ̀gbọ́n sí òmíràn. Nígbà gbogbo ló ń yani lẹ́nu ó sì ń fún wa ní àwọn tí ó dára jù.",positive
Kunle Afolayan àgbà ni,positive
"Ó pé
Fímù yìí ń sọ̀rọ̀ nípa Nàìjíríà àti àwọn olóṣèlú tàbí àwọn olè ń ṣèlú bí mo ṣe ń pè wọ́n. Tí gbogbo wọ́n jẹ́ aláwàdà àti apanilẹ́rìín ní agbègbè ìgbésí ayé tí ó yàtọ̀ tí wọ́n pinnu láti lọ sínú ìṣèlú láti fi ìgbésí ayé àwọn ènìyàn ṣeré bí wọ́n ṣe fẹ́ ṣe eré fún yín lórí ìpolongo tí Wọ́n sì gbàgbé ohun tí wọ́n yàn wọ́n fún . Mo gbọ́wọ́ sókè sí àwọn olùṣe, àwọn òṣèré lọ́'kùnrin àti ló' bìnrin , olùdarí àti àwọn iyokù òṣìṣẹ́, fíìmù tó dára ní ìsúná pàápàá nígbà tí a bá fi wé nollywood. Ohun gbogbo dára ṣùgbọ́n a ò bá nífẹ̀ẹ́ tí fíìmù náà bá parí ní ọ̀naà tí ó yẹ kí ó jẹ́ kìí ṣe ní ìfura tàbí apá kan mìíràn tàbí a àtẹ̀lé láti gbé jáde nígbà míì. Fíìmù rere pàápàá tí o bá jẹ́ ọmọ orílẹ̀-èdè Nàìjíríà tí kò nífẹ̀ẹ́ sí ẹgbẹ́ tàbí ojú ṣàájú láti ọ̀dọ̀ àwọn aládarí. Ó kàn fihàn ọ́ pé àwọn ènìyàn tí a yàn gẹ́gẹ́bí aṣáájú ní orílẹ̀-èdè yí jẹ́ àwọn aláwàdà tí kò ní ìmọ̀ lórí bí a ṣe le ṣe ìjọba orílẹ̀-èdè. Ní ẹ̀kan si mo gbọ́wọ́ sókè sí gbogbo yín.",positive
Eré tí ó dára gan-an ni,positive
"Ó pa ni lẹ́rìín ó pa ni lẹ́rìín 
 
Ó ga, fíìmù yí pa ni lẹ́rìín gan-an ni. tí ó bá ń wá fíìmù kan láti gbé ìṣe sí rẹ sókè lẹhinna èyí ni fíìmù tí ó tọ́ fún ọ.",positive
"Ó dá mi lójú pé inú irawọ̀ ni wọ́n tí kọ àkókò .fíìmù yí. Ó jẹ́ lílọ́ atilẹba lórí àwọn àkòrí ti ìdílé / ẹlẹ́yaàmẹ̀yà. Àwọn àkókò tí ó jinlẹ̀ tí ìfẹ́ ọmọ fún ẹbí àti ìbáaraẹnisepọ̀, lẹ́gbẹ̀ẹ olùtọ́jú -ara ti ìlòkulò. Ó lù ọ́ ní ikùn . Oríyìn fún òǹkọ̀wé/ olùdarí tí ó ṣiṣẹ́ takuntakun láti gbé iṣẹ́ àkànṣe yìí sí orí amóhùnmáwòrán tí àwọn agbátẹrù fíìmù UK pàtàkì dúró kúrò níbẹ̀. Ó tún mú iṣẹ́ náà lọ sí Creative England's iFeatures ṣùgbọ́n kò yọrí ... Ní ọ̀nà kan, ó ṣiṣẹ́ sí ọwọ òǹkọ̀wé / àwọn olùdarí láti sọ ìtàn tí ó ní ìgboyà ti Ìlú Gẹ̀ẹ́sì tí ó dá lórí Ìtàn Òtítọ́ pẹ̀lú àwọn fíìmù Hanway. Wòó kí o sì ṣe àtìlẹyìn tí ń dún ní báyìí!",positive
"Ọ̀gbìn jẹ́ fíìmù tí ó tayọ ṣùgbọ́n Ọlọ́run mi  ò  ó gba wíwò líle 
 
Èyí jẹ́ ọ̀kan nínú àwọn fíìmù tí ó dára jù lọ tí mo ti rí ní ọdún yìí. Èmi kò mọ ìdí tí ìwọ̀n rẹ̀ fi burú jáì. Fíìmù yìí dára púpọ̀ ju díẹ̀ nínú àwọn fíìmù tí ó ti gba Oscars pẹ̀lú Moonlight. 
 
Ọ̀gbìn jẹ́ fíìmù tí ó le púpọ̀ láti wò. Gbogbo ìpele ló tọ́ ni lọ́kàn... Líle tó láti bóyá mú ẹ sunkún ní ìrora, ìbínú tàbí ọ̀kan tí ó dára àtijọ́ itele ìbànújẹ́. Ńkọ́ lè dá ègún gégé dúró!",positive
Ka fíìmù! ìdí tí èyí fi ní irú ìwọ̀n kékeré yìí ò yé mi!,positive
"Ó yanilẹ́nu púpọ̀ ṣùgbọ́n ó mú ni lọ́kàn 
 
Èyí jẹ́ ọ̀kan nínú àwọn fíìmù tí kò ní ìtùnú jùlọ tí mo ti wò tí ó jẹ́ kí n ní ìmọ̀lára púpọ̀ . Èmi kò ní ìmọ̀ nípa 'ọ̀gbìn' títí di ìgbà tí mo wo fíìmù yí mo sì dúpẹ́ lọ́wọ́ òǹkọ̀wé àti olùdarí fún ṣí ṣeé ní ọ̀fẹ́ láti wòó lákòókò yìí ti BLM stuggles 2020. Ìtàn náà fà mí sínú àti pé àwọn òṣèré náà ṣe dáradára tí ó sì ṣeé gbàgbọ́ itan náà le jákèjádò. Ìparí náà kò fi àwọn ìdáhùn sí àwọn ọ̀ràn tí a ṣàwárí nínú fíìmù ṣùgbọ́n ó fi olùwò náà sílẹ̀ láti kojú wọn. Inú mí dùn púpọ̀ láti wo èyí àti pé yóò wà lọ́kàn mi fún ìgbà díẹ̀.",positive
"Ó jẹ́ déédéé pẹ̀lú ìbànújẹ́, ó dààmú ọkàn ṣùgbọ́n ó ní ìkópa tó yani lẹ́nu.
 
Mo dàgbà ní àsìkò yìí àti ní ìbànújẹ́  pẹ̀lú díẹ̀ nínú àwọn ọ̀ràn tí a gbé jáde nínú fíìmù yìí. Mo ní ọ̀rẹ́ tímọ́tímọ́ tí ó ní ìrírí “ọ̀gbìn” àti pé àwọn àbájáde rẹ̀ wà nínú ìgbésí ayé rẹ̀ àti ẹbí rẹ̀ lónìí. Fíìmù náà jẹ́ ìbànújẹ́, ṣùgbọ́n ó ṣe déédéé díẹ̀ nínú àwọn ìfihàn ti àkókò ní UK. Ó jẹ́ ìyàlẹ́nu fún mi ní ìfihàn ìkẹhìn nípa ẹni tí Enitan jẹ́ ni lójú ayé, èyí tí ó dájú bí a ti ṣàlàyé tẹ́lẹ̀ nípasẹ̀ olùyẹ́wò mìíràn tí mú ìlọsíwájú ẹ̀dùn pọ̀ si. 
 
Ó tayọ, ṣùgbọ́n ó ba ni nínú jẹ́, ṣùgbọ́n ó tọ́ láti wò bí ó bá tilẹ̀ jẹ́ fún ti ìtàn tó ní.",positive
"Iṣẹ́ tó kún fún ìgbádùn nípa ìmọ̀lára 
 
Tí ó  bá jẹ́ ẹni tí ó ṣí ọkàn payá, àìní ìrètí ìfẹ́, ó dájú pé wàá gbádùn wíwò fíìmù yìí. Mo rò pé àwọn òṣèré aṣáájú ní kemistri ńlá àwon òṣèré tó kù  ṣe àwọn ipa wọn dáradára. Ó jẹ́ ohun tí ó dun ni nínú láti rí ìkọlù àwọn àṣà  àti bí wọ́n ṣe yanjú rẹ̀ ní àlàáfíà nikẹhin. Ọ̀pọ̀lọpọ̀ àrín  tàkìtì, eré àti àwọn àkókò a ìfọkànbalẹ̀ wà láti pé ọkàn rẹ. Dájúdájú ó wà nínú àwọn eré tí mo yàn fẹ́.",positive
"Itan ifẹ ti ko ṣeeṣe ti a sọ daradara 
 
Nifẹ ifiranṣẹ ti fiimu naa, ati pe ọpọlọpọ awọn miiran yẹ ki o wa: Gbogbo wa ni eniyan nitorinaa maṣe wo awọn iyatọ wa ṣugbọn ohun ti o so wa papọ. Ni ife kemistri laarin awọn òṣèré pàtàkì méjèèjì.",positive
"À gbọ́dọ̀ wò 
 
Ère náà yani lẹ́nu, ó jẹ́ a gbọ́dọ̀ wò. Tí o bá fẹ́ lo àkókò rẹ kíákíá wo èyí. Mo nífẹ̀ẹ́ abala òní takisí, òun ló wù mí jù.",positive
"Fíìmù ńlá  nípa ìbáṣepọ̀ pẹ̀lú Ọlọ́run 
 
Mo gbádùn wíwò fíìmù yìí pátápátá, ó ru ohun kan sókè nínú ẹ̀mí mi láti dúró pẹ̀lú ìrìn mi pẹ̀lú Ọlọ́run àti pé ó jẹ́ ìrántí pé Òun ni bàbá mi tí mo lè bá sọ̀rọ̀ nígbà gbogbo nígbàkúùgbà . Àyè wà fún ìlọsíwájú fún iṣẹ́ tó dára jù lọ .",positive
"Ọlọ́run ti pè mí .......
Bí òun ti jẹ́ ẹlẹ́rìí mi, mo ní ìdarí láti wo sinimá ńlá yìí lánàá. Pàápàá bó tilẹ̀ jẹ́ pé mò ń wá fíìmù kan tí yóò sí ọkàn mi sí ibòmíràn, a fi agbára mú mi láti wo fíìmù aláìlégbẹ́ tí wọ́n fi ọ̀nà àrà ṣe ní àná. O bọ́ sí ilà ní pípé pẹ̀lú wíwá ti ara ẹni ti ẹ̀mí tí mo ti wà láìpẹ́. Ní àkókò tí mo wòó , ìdáhùn lẹ́hìn ìdáhùn sí ọ̀pọ̀lọpọ̀ àwọn ìbéèrè wá sí mi. Mo sì wádìí nínú ìyàlẹ́nu .
 
Wo èyí, jọ̀wọ́ , pẹ̀lú ọkàn tí ó ṣí.",positive
"Iṣẹ́ ìtàn tí ó ṣọ̀wọ́n tí ó ní ẹ̀kọ́, ó pani lẹ́ẹ̀rín, ó tọ́ ni lọ́kàn, ó nííṣe pẹ̀lú ìmọ̀lára.",positive
