variable_1,variable_2
"Ọ̀wàrá òjò látalẹ́ àná, àwọn kan sì ní ẹ̀fúùtúẹ̀tẹ̀ ni ọ̀rọ̀ àyípadà ojú ọjọ́, wọ́n ní irọ́ ńlá ni. Òjó ti rọ̀ fún wákàtí mọ́kànlá💧 Látọjọ́ tí mo ti gbọ́njú, n kò lérò wípé ọjọ́ pọ̀ tóyìí lóṣù kẹwàá. Ńbo layé ń lọ ẹ̀yin ènìyàn! 🌧️🌧️🌧️🌧️🌧️🌧️🌧️🌧️🌧️🌧️",negative
"RT @user: Kábíyèsí, ẹni a fẹ́ la mọ̀, a kò mọ ẹni tó fẹ́ ni. Ng kò bá ẹnikẹ́ni ṣọ̀tá; síbẹ̀ ẹnìkan ṣáà gbé òkú sínú ṣọ́ọ̀bù náà. Kò…",negative
"Ó ṣe, ọ̀pọ̀ wọn ti gbàgbé ẹyẹ t'ó ṣu wọ́n, wọn ò rántí bí bàba bàba bàbáa wọn ṣe dé ibẹ̀, wọ́n gbàgbé ilé. #AfrikaDowoWa",negative
"Ọmọ burúkú, aláìgbọràn ni @user, a ní kí wọ́n fi ohun èlò àtúnkọ sí orí ẹ̀rọ yìí, wọ́n kọtí ọ̀gbọhìn sí wa. #twitteredittool #Twitter",negative
"#iroyin, #yoruba, Ha ! Egbon Olamide, akeko OAU to ku ti soro o, o ni se ni won pa aburo… https://t.co/Rym91MOs0d",negative
"Nígbà tí ó máa fi di ọdún 1835, ilé ọlá ti di ahoro, àwọn ọ̀daràn ẹyẹ tí í musàn Fúlàní ti fi ogun tú Ọ̀yọ́-ilé, àwọn èèyàn wa ń sá àsálà fún ẹ̀mí wọn lọ sí ìlú òdì-kejì bí Ifẹ̀. #ItanFulani #Darandaran #Yoruba",negative
RT @user: #TweetinYoruba Aseju Baba Ase te. Ewo bi Oba Anambura se yo egba ti Nnamdi Kanu ati awon omo egbe IPOB- TheCable https…,negative
Kàbàkàbà = roughly (èrò-ọjà sáré kàbàkàbà nígbà tí wọ́n gbọ́ he - market people ran roughly at the sound of an uproar) #InYoruba,negative
"#iroyin, #yoruba, Eyi ni bi idajo ile ejo giga se ko idaamu ba awon banki ti won ya ipinle… https://t.co/0rdymQNvRf",negative
"Yes oo. Ibi o gbe amala de ni o jo de, ma jijo eleya lode awa. #TweetinYoruba https://t.co/OChHpzwLRP",negative
"Ológìní dúró tandi, kò mira, ó na ìbọn rẹ̀ sí lákátabú, ò sì yín níbọn. Nígbà tí ọta ìbọn bàá lákínyẹmí ara, inú bí ẹrin... #itan #oremeji",negative
Ojoojúmọ́ ni à ń gbọ́ ìròyìn àgbọ́ṣífìlà ní Nàìjíríà. Nínú gbogbo ìṣòro ilẹ̀... Gbígbẹ́sẹ̀ lé Twitter ni ó kan àwọn arúgbó wọ̀nyí. Ta l'a ṣẹ̀ gan-an náà? Ó mà wá ga o!,negative
Jìbìtì - con (oní jìbìtì ni ẹ - you are a con) #learnyoruba,negative
@user Jamani ń na Burasili ni ẹgba.,negative
@user òṣì lẹ̀ ń ṣe bí ẹran tó ṣẹ́ ńwo. 😥.,negative
Ìlú kìkì epo rọ̀bì. Ṣùngbọ́n kòsí iná kòsí omi. Kòsí ètò ilera tó yọrí. Gbogbo títì luhò káàkiri. Àb'ẹ́ẹ̀ rínkan! #Naija #yoruba,negative
"RT @user: """"""""""""""""@user @user @user Agba boolu Super Eagles Midfielder, Thompson Oliha ti ku.... http://t.co/k5i5…",negative
@user awon irumole o je ba wo je ebakeeba... #TweetinYoruba,negative
RT @user: Irin ajo mi si festac leni yi ku die kaa to. Ago mejo ni mo to wole pada de. Gbogbo ara lon ro mi #TweetinYoruba,negative
"RT @user: @user Yiyo ekun, t'ojo ko; ekute t'o duro d'ologbo, ara iku lo n'ya!",negative
Ba bá ní 'Lágbájá fi kàsádà l'ágbọn' ó túmọ̀ sí wípé èèyàn/Lágbájá wọ bàbá kò bá màmá tan aṣọ; èyí ni aṣọ tí ò bára wọn mu. #Idahun #Ibeere,negative
"Ògúnǹdé ní """"""""""""""""Yorùbá sọ ara wọn di bọ́ọ̀lù f'áráyé gbá, t'ó bá gbá wọn sókè, wọ́n á tún gbá wọn sísàlẹ̀""""""""""""""""🎵🎶 #IjoOle",negative
"Ọ̀gẹ̀dẹ̀ wo kòkó yè, ó wá di igi burúkú Ẹni tí à tọ́ dàgbà, to yè, lè padà mú ni ní èèyàn ibi Banana tree nursed the cocoa tree to maturity and, later becomes the bad tree A person that was nurtured into greatness, might turn around to tag you as evil",negative
"Gbogbo ìyàwó tó fẹ́ pátá ni ọmọ tí wọ́n bí ń kú. Babaláwo ni bàbá tó bí mi, aláwo ni màmáà mi náà, olórìṣà ni wọ́n. Ìgbà táwọn ọmọ wọ́n ń kú ni wọ́n lọ darapọ̀ mọ́ ìjọ Sẹ̀lẹ́, Sẹ̀lẹ́ ni wọ́n ti wáá bí èmi àtàwọn yòókù mi tí a ṣì wà títí dàsìkò yìí...",negative
"Ní Aláàfin Mákùú ba ṣe Akin, ló gba ẹ̀mí ara rẹ̀. Aláàfin Mákùú lo oṣù méjì péré lórí ìtẹ́. Àti ìgbà yìí ni Ọ̀yọ́ ti kọ̀ọ́ kí ọba ma lọ sí ojú ogun",negative
"Irọ́ tí wọ́n pa ò lẹ́gbẹ́. Wọ́n gbá wa létí ọ̀tún, wọ́n tún ní a kọ t'òsì, k'á gbàgbátí míì :(",negative
"RT @user: Erin kee kee!! """"""""""""""""@user: """"""""""""""""@user: Bayern ti she Wolimo fun Man city .....""""""""""""""""Ṣépé ọmọ ilé kéwú #Bayern ni #Mancity? :)""""""""""""""""",negative
"Ọ̀sun náà bínú lọ, ó di odò Ọ̀sun nílú Oṣogbo, bákannáà ni Ọbà pòórá wọ nnú odò Ọbà. #worldsangofestival #Sango #Oyo",negative
"Ọmọ t'ó ń wá onígbèsè t'ó jẹ bàbá rẹ̀ lówó, bí ò ṣọ́ra rẹ̀ á rí ẹni bàbá rẹ̀ jẹ lówó #Owe #Yoruba",negative
RT @user: @user kilon jebe omode tiko ba debii eru loru okin nba keeeee!!! Agba tin nsoro bi ewe,negative
"Wọ́n ní a di ojúu wa, k'á tóó wí k'á tóó fọ̀, ilẹ̀ ti bàjẹ́ :(",negative
"Pẹ̀lú gbogbo ariwo #jamb nípa ìdánwò orí ayélujára, wọn ò sí lóríi @user | Àbí ẹ mọ ìdìmú wọn?",negative
"RT @user: Ọmọ Ọba ìlú ni Ajénifújà jẹ́ kí ogun tó kó ìlú wọn tí ó rán Baba rẹ lọ s'ọ̀run, tí ó sì sọ dí ẹrú kí ó tó gba ibẹ̀ dé oko…",negative
@user @user Ẹ kilọ fun google koma yimi lohun pada mọ o.,negative
Nlẹ́ o #london ìlú ìjẹkújẹ. ibi wọ́n gbé d'ànàmọ́ díndín pọ̀ mọ́ ìrẹsì jẹ.,negative
"RT @user: """"""""""""""""@user, @user ile ejo †̥☺ gajulo ti da ejo gomina ipinle Ekiti ana Segun Oni’s da nu http://t.co/Pn0eey…",negative
"RT @user: """"""""""""""""Jàmbá bá mi l'oni, mi i pe'ra mi l'ọkunrin."""""""""""""""" Deep. Very deep closure. #Dirge #Yoruba #PiusAdesanmi https://t.co/uoRKXJazQT",negative
@user Baba ẹ jẹ́ faramọ́ èyí tí ẹ ní. Gbogbo nkan tuntun ara #iphone5 ò kúkú wulò ní Naija.,negative
RT @user: @user Ìrèmòjé ni wón ma ñ sun tí omo odé b'ákú,negative
"Ẹnu ẹnu làwọn olóríi wa fi ń ṣe é láti iye ijọ́ yìí. Ọ̀la ni ma pa á, ònìí ni ma pa á, wọn ò tíì pa á. #Nigeria",negative
"À ń sun owó níná fún ayẹyẹ tí ò ní láárí, èyí tó ní láárí ń bẹ ní bẹ̀ ẹ ò k'ówó lé e. #Centenary",negative
RT @user: @user niwon igba to awon ile ise amo'hun-m'aworan so Ede Yooba di ewo. Ile iwe kogba ede yooba siso.,negative
@user Aare America f'ehonu han si awon mokanlelaadota ninu Ile igbimo asofin ilu America leyin to won ko lati gbegi le #obamacare #TweetinYoruba,negative
"RT @user: Beeni, won da seria fun won loni, won l'uwon bi aso ofi. """"""""""""""""@user: Ṣé pé @user ṣì ń jáná? @user #WeWantT…",negative
Ó ní bí àwọn bàbá wa aláṣetì ti ń ṣe àìsàn ilẹ̀-ìgbóná láyé ìjọ́hun káyé tó doríkodò. #IleIgbona #Sanpanna #Soponna #Yoruba #Asa,negative
"Tó bá jẹ́pé #BokoHaram ni, kò yẹ kó yàwá lẹ́nu o! Iná táa fi sórí òrùlé sùn ló bọ́ sára aṣọ wàyí!! #ikeja #Lagos #Naija",negative
"Wọ́n ní ẹní bá ṣe ohun téèyàn kan ò ṣe rí, á rí ohun téèyàn kan ò rírí, ẹ ò ṣe fa ẹnibẹ́ẹ̀ lé Yáróbì lọ́wọ́? - #AjataOjo",negative
"RT @user: """"""""""""""""@user: A bí wa nílé ẹran, a sì ń hùwà àgùntàn. Ṣé nítorí olùbọ̀bọ̀tiribọ̀ yìí náà ṣá? Ṣíọ̀ kẹ̀lẹ̀bẹ̀! Kilonje olu…",negative
"Oyìbó lọ̀ wá l'ẹ́gin, a gbé e mìn gbùn-ún! Hahah. Nítorí a fẹ́ jẹran a wá npe màlúù n' bọ̀dá.",negative
Eye fi ijoba #LateefJakande we ijoba awon oloselu jegudujera ti won fi ohun igbalode tan awon mekunu. Afi ki wan fi buredi kowa lomi obe je,negative
"Bobo to nse irun mi yi, owo e ngbon, sa ma jo mi lagbari #TweetinYoruba",negative
"A ìí pa ohùn mọ́n agogo lẹ́nu, ẹ ò le è pa ohùn mọ́n wa lẹ́nu, ohun ojú rí ẹnu gbọdọ̀ sọ. @user @user #Nigeria #socialmedia",negative
4. #Parioweyii: Bí a ò bá gbá ọmọ ìyá ẹni létí... #Ibeere #Yoruba,negative
#TweetinYoruba Ko si iyi ninu pe baba mi mo oka'ro ju iya mi lo (No pride in sayn my father makes amala better than my mother)@user,negative
"O ti yí orúkọ #Yoruba gidi sí nǹkan míì, ojú tì ọ́! #EdeAbinibi #Yoruba #MotherLanguageDay",negative
:( Ó ṣe! A ò kó t'ewé t'egbò jẹ mọ́. #YorubaRonu #AfricaRonu,negative
😅😂 Awon were. 👉 Yorùbátv ẸGBẸ ỌMỌ OLÚWA BÍ GBOGBO ÀGBÁYÉ Ojú òpó ìkànsíraẹni 🇳🇬🇹🇬🇧🇯🇧🇷🇨🇴🇨🇺🇬🇭🇨🇮______________________________□ Yoruba TV 🥰😘🔥 #yoruba #yorubatv #yorubaweddings #ebi #asoebi #nigerianwedding #hausa… https://t.co/5gXyZYkkRJ,negative
"@user: Awon omo egbe agbabolu brasil ti fe pa awon iko egbe agbabolu cameroun lati ilu adulawo o maa se o"""""""" #idanoripapa ẹ̀rín kkk",negative
Ariwo gèè àwọn ará ibí l'ó jí mi. Ọlọ́run ò rorò tó yìí! https://t.co/S01qCmh6Kk,negative
"@user @user Ta ló mọ̀ o jàre. Àwọn ará Amẹ́ríkà wọ̀nyí, orí ẹlòmíì á kàn ṣàdédé dàrú ṣá.",negative
RT @user: Jegudujerani nii ooo #TweetinYoruba https://t.co/u2eqHPcdwx,negative
"A ti wí i ní kúkúrú, a ti sọ ọ́ ní gúngùn wípé àwọn ohun aṣaralóoge àti aṣètọ́júara àtọwọ́dá wọ̀nyí ń ṣe ìjàm̀bá s'ára. #LoOrin #Yoruba",negative
"4 Ṣùgbọ́n sá, àwọn ẹgbẹ́ alátakò, PDP, ni wọn fi owó ra àwọn ènìyàn náà ní kìí se wi pe ìfẹ́ Buhari lopọ tó bẹ́ẹ̀ lọ́kàn wọn. #BuhariNiPlateau #Yoruba",negative
Ọ̀pọ̀ ọmọ adúláwọ̀ ti di òyìnbó ọ̀sán an gan látara ara bíbó. Ìdá 77% ọmọbìnrin Nàìjá ló ń bóra (#WHO). | #OwoEru #TAST,negative
RT @user: Àìkọ́wọ̀ọ́ rìn ní í jẹ ọmọ ejò níyà.,negative
RT @user: Alaru to nje buredi ..... #Yoruba 🇳🇬 https://t.co/C7aYP0ocY6,negative
"Ara ọmọ ta Iyewa, ó gbéra ńlẹ̀, ó wo àyíká bóyá òun yóò rí omi, ó du lọ, ó du bọ̀, ṣùgbọ́n pàbo ni ó já sí, kò r'ómi bù bọ̀. #ItanOdoIyewa",negative
"RT @user: Ọlọ́run ò dá kainkain kó tóbi, àtapa ni ì bá máa ta èèyàn / God didn't create the ant big; it would have been stinging…",negative
"@user: @user eni osi se yo ma jale!!!""""""""IṢẸ́ ÀGBẸ̀ N'IṢẸ́ ILẸ̀Ẹ WA #Ise #Agbe #Yoruba #Nigeria #yobamoodua",negative
Ẹni bá sọ ọ́ pẹ́nrẹ́n yóò san owó ìtanràn fún pé o sọ èdèe rẹ. @user #YesVernacular,negative
"Lára ìṣekúṣe lati mú oníṣekúṣe, ẹlẹ́yà ni a ti rí ẹlẹ́lẹ́yà. Ọ̀rọ̀ wo la yọ láti ara ìrégbè, adúgbò, ojúkòkòrò? #Ibeere #Yoruba",negative
"RT @user: Àgbákì-ògbììgbì-kìí o ò ṣe ire o! Nígbà tí o fi ẹni burúkú sílẹ̀ mú ẹni ire lọ. Àlàgbà Adébáyọ̀ Fálétí, bá mi kí bàbá mi ní…",negative
@user Ó jọ wípé àwọn tí ó ń fẹ́ ìpínyà Nàìjíríà àti ìwàlọ́tọ́ọ̀tọ̀ ẹ̀yà orílẹ̀ èdè yìí ni ó ṣe àwòrán ọ̀hún gẹ́gẹ́ bí owó ìran Yorùbá.,negative
"#iroyin, #yoruba, O ma se o! Osere tiata nni, Funke, bimo tan, lo ba ku: Tolulope Emmanuel… https://t.co/pyNeVvPeFy",negative
RT @user: @user @user awon ti o nse omokunrin @user o sa pada l'eyin re..a fi bi Eni epe Nja,negative
RT @user: @user Ló ń fi Ọba ṣeré,negative
Oríkì kòrónà Amúni dúró nílé tipátipá Ẹkùn ọkọ olóṣèlú Nàìjíríà 😆 Ẹni àìrí sójú t'ó ń jà bí èpè Atúwọn ká níbi gbogbo tí wọ́n ń péjọ Ẹ̀rùjẹ̀jẹ̀ ní gbogbo ilékílé #COVID19 @user https://t.co/IfmgN2At7A,negative
O ò mọ mẹ̀mẹ̀!,negative
BBC News Yorùbá | Fredrick Fasheun jáde láyé lẹ́yìn àìsàn ráńpẹ́ - https://t.co/H0jxyVJkjG,negative
15. Ẹ̀rínkẹ́rìn-ín ni asínwín ń rín Ìdìkudì ni wèrè ń di ẹrùu tirẹ̀ Ìwọ Làkáṣègbé Máa rẹ́rìn-ínkẹ́rìn-ín Ìwọ Tàmẹ̀dù Máa dìdìkudì ẹrù kiri Ewì òkè yìí jẹ́ àpẹẹrẹ irú ewì alohùn wo? A] Oríkì B] Èṣù pípè D] Ọfọ̀ #Ibeere #Yoruba #Ewi,negative
"Ère kìí ṣe """"""""""""""""idol"""""""""""""""" gẹ́gẹ́ bí òpùrọ̀ èèbó ti mú aláìronújinlẹ̀ gba ìtumọ̀ èké wọn gbọ́. Ohun a fẹ́ràn jù ni idol. #OjoAbaKuLanDiEre #Yoruba",negative
Ṣebí ẹ̀ka ìjọba mẹ́ta l'ó ń ṣiṣẹ́ ìlú? Ẹ̀ka mẹ́tẹ̀ẹ̀ta ló yẹ kó máa rọ́wọ́ pọ́n lá. Àwọn nìkan ló ń f'ẹgbẹlẹmìtì owó ṣeré. #Kilawanwork,negative
"RT @user: “Emi ti o jata, emi yepere ni” says our elders in #Yoruba land @user https://t.co/U6ZxXTPWwD",negative
"Kíló túmọ̀ sí bí a bá ní """"""""""""""""ó ń kọ ìyán mi kéré/ó kọ ìyán mi kéré"""""""""""""""". Kí là ń sọ? #ibeere #QnA #Yoruba",negative
RT @user: Gbogbo èèyàn oníwà tútù kọ́ lonínúure. / It is not everyone with quiet disposition who is kind-natured. [Appearance c…,negative
"2. Kò sẹ́ni bèrè irú ẹ̀ lọ́wọ́ ilé-iṣẹ́ BB. Ládúrú owó tí wọ́n npa ní Nàìjá, ó yẹ kí wọ́n lè pèsè ẹ̀. Ìjọba wa ò sì bìkítà.",negative
"Ti n ba si ronu iranu ti Arsenal gba ni ojo satide inu a si bi mi suu, nise ni won ba odidi ose je fun oluwa re.",negative
CAN: Ìbànújẹ́ ńlá ni iku ọ̀mọ̀wé Musa Asake jẹ https://t.co/8C5NkuKi7F https://t.co/LmWlQEtaMC,negative
RT @user: Koje ki aye o gun https://t.co/cbeXNj4ZIB,negative
"Ariwo láàárọ̀, ariwo lọ́sàn-án, ariwo lálẹ́. #Nigeria",negative
@user: @user Oloriburuku ni Won...,negative
"#iroyin, #yoruba, Wahala wa o ! E wo leta igbanisise ti oluko kan tun ko ni Kaduna: Laipe… https://t.co/BDDIJVX7BY",negative
".@user wo gau, oni wipe ohun ti iri omu ati orombo ti o gborin ju omu TBOSS #BBNaija lo. Awon omu bi ti Cossy Orjiakor. Omu ton soro😁😂😁 https://t.co/lM5jKRGT8I",negative
"RT @user: #OroRanpe : Ọmọ ilẹ̀ ni wọ́n, tí... |#EdeYorubaDunLeti #Yoruba #workingfromhome #Nigeria #WednesdayMotivation #poem #si…",negative
"#Loriiro #Igbo #Yoruba #lagos Corruption ti hit nation Gbogbowa la n live in desperation Tori 'e n'mo se n drink medication Fun protection against starvation pelucorruption Tori generation yii, a need salvation Through astrong constitution Ninu studio,owo naa l'afi n book session",negative
Ancestors are not serious again. I swear. 🤣🤣🤣☺️. As in won ti gba ibodi 👉 Yorùbátv ẸGBẸ ỌMỌ OLÚWA BÍ GBOGBO ÀGBÁYÉ Ojú òpó ìkànsíraẹni 🇳🇬🇹🇬🇧🇯🇧🇷🇨🇴🇨🇺🇬🇭🇨🇮______________________________□ Yoruba TV 🥰😘🔥 #yoruba #yorubatv… https://t.co/71y1yF9BrW,negative
Àwọn akóṣìbérò t'ó ń tukọ̀ ìjọba wa l'ó ń kó bá wa. Wọ́n ti jẹ wá run tán. #OminiraNigeria,negative
"@user: @user - Femi fani Kayode ni"""""""" o ní yẹ̀yẹ́ :)",negative
"Àwọn ara ibí yìí fẹ́ gbé yánmayànma lẹ̀ de @user ni o, kí eléyun máa bá a kòdìmú. #Nigeria #300Naira #Ohanepo #OodunrunNairaGalaEpoKan",negative
Ewo alakori Obasanjo ati omugo Ebele Nijeria un tuka mo wan lori wan un se arijo ariyo. Afi ki eledua gba mekunu http://t.co/DvV9HTGors,negative
@user ẹ óò pà míì baba.,negative
Èyí tí ẹ ṣe l'ójúmọmọ ò tó! Ẹ ò tún ní jẹ́ 'á sùn l'óru. Irú ìjọba aninilára wo rè é náà! @user @user :( #JakandeOkeAfa,negative
"Ejo Baba Iyabo no ko. Sebi igbagbe lo se ara Nijeria, Baba tewonde ti ko ni kobo lapo, odi Aare, owo wa yapa. Eni ti o ye ki a da warapa bo https://t.co/UzCqGUQRko",negative
"À ṣé màálù, ẹdìẹ, àwọn ẹ̀wà àti ọ̀pọ̀ ìrẹsì kì í ṣe ti Ọlọ́run Aṣẹ̀dá! À ṣé àwọn onímọ̀ ìjìnlẹ̀ ló pa tọ̀hún pọ̀ mọ́ èyí nínú yàrá ìwádìí láti dá òmíràn! À ṣé ikú ni mílììkì ẹran ọ̀sìn! À ṣe ẹyin ẹdìẹ léwu! À ṣe ìjẹkújẹ là ń jẹ! #AwaKoFeGMO",negative
RT @user: @user. àpáará yín ga #AFCON13,negative
"@user Ìfàsẹ́yìn, Ìjákulẹ̀, Ìrírí, Ìyàlẹ́nu, Ìbínú, Ìtìjú, Ìjẹkújẹ, Ìjàkajì, Ìjíròrò, Ìdàkudà, Ìmukúmu, Ìgbàkugbà, Ìbanilórúkọjẹ́",negative
Àràá yóò sán pa ẹni ebi tí ń gbèrò ibi lè mi lórí. Àṣẹ. #Sango #Yoruba #Thunder ⚡,negative
"Àfi 'bádì' là á ń rí, bó bá jẹ́rọ ẹ ja mi ń rọ. #DemocracyDay2013 #Nigeria",negative
"@user àṣà aláṣà tí a gbà ló kó bá wa, ó ba ti wa jẹ́ po",negative
@user @user 🤣🤣🤣🤣.....oga ju! Awon #google fe da wahala s'ile pelu ede #yoruba tiwon o!,negative
"Òwe wa t'òní: AMÚNIBÚNI ẸRAN ÌBÍYẸ... ÌBÍYẸ FỌ́ LÓJÚ Ọ̀TÚN, ẸRAN Ẹ FỌ́ TI ÒSÌ. (Our proverb for today: Ibiye's disgraceful goat... Ibiye is blind in her right eye, her goat is blind in the left.) #owe #proverbs #oweyoruba #yoruba #lestweforget (Shot by @user) https://t.co/jIolcnUvTL",negative
"@user: Òrò tó bá ju ekún lo èrín làá fií rín @user òrò egbé agbábóòlu @user ti ju ekún lo ooooo. egbàwá o"""""""" Ẹ pẹ̀lẹ́ ti yín o!",negative
Buoda @user mo fi towotowo laruko moyin lori. Emabinu sa! Amo em un soro bi omugo nigba miran. Eyin gan len koba Baba olododo @user https://t.co/PLcL32aQuv,negative
"Níṣe ni #3RDMB tẹ́ lọ, àfi bí ọ̀nà ọ̀run @user",negative
"Lẹ́yìn-in wàhálà ìgbòkègbodò ọkọ̀ lójúu pópó, a pàpà délé, kò síná, ká fẹ̀gbẹ́ lélẹ̀, ariwo ẹ̀rọ àmúnáwá níyìí lọ́hùn-ún kò tún ní jẹ́ á sùn. Ariwo lójoojúmọ́ ayé! Ẹni ò ní leè sùn, irú-u kí ni gbogbo èyí náà! Ó mọ̀ wá ga o!",negative
RT @user: Òkú ń sunkún òkú; akáṣọlérí ń sunkún ara wọn. #EsinOro #Yoruba,negative
"Wọ́n lá ò gbọdọ̀ gbé irun wa to rẹwà jáde sí gbangba. K'á tó ṣ'ẹ́jú pẹ́kẹ́n, wọ́n ti ṣe ayédèrú irun àtọwọ́dá tó jọ ti wa #AwaLaNiIrun",negative
Aseni n se ara re owe afoju to diju to ni oun n sun ni e bii wipe igba ti ko sun nko ki lo ri,negative
".@user Ole ponbele ni e, asiko e ti lo, alo rami rami lari, a ko ni ri abo eyin jegudujera to e FIXi apo yin laabe omugo Aaare Ebele",negative
"#iroyin, #yoruba, Alufa ijo katoliiki dojuti Gomina Ortom, o ni opuro ni: Ojo itiju gbaa ni… https://t.co/xfbqcTSSJA",negative
"Ojúmọ́ kan, wàhálà kan, Eléyìí ni ìṣe gbogbo ẹni tí ń bá Wá ilé L’ájò. Ka ògbufọ̀ ewì """"""""""""""""Finding Home In Loneliness"""""""""""""""" láti ọwọ́ Olajuwon Abdullah Adedokun ni https://t.co/kKCinYy3eN #Atelewo #YorubaLiterature #Translation #Yoruba https://t.co/Uhqo6a6C9K",negative
"RT @user: Òkò tí a bá bínú jù, kì í pa ẹyẹ. / A bird is seldom killed by a stone thrown in anger. [Actions taken in anger seldom a…",negative
Ogbontarigi Olofofo (Amebo) Nijeria @user ni awon ota ohun yio ko abamo laipe lai jina. Oni ohun oji iwe wo o http://t.co/EuyztFWQcR,negative
"Ìdọ̀tí àti ìtìjú ni fún ẹbí ìyàwó bí ọkọ bá fi lè bá ojú awẹ́ abẹ́ aya rẹ̀ ní lílà, láì jẹ́ pé olówó-orí rẹ̀ l'ó ṣíi. #ibale #Yoruba #Asa",negative
"RT @user: Ajé kún ìyá ni ó jé, ẹni tí ó tó ní na, tin de na de ni, aje kún ìyá ni ó jé .... 🙌 #TweetinYoruba https://t.co/CekVm…",negative
Agbára ìjọba wa kò ká #BokoHaram mọ́. #Abuja,negative
"... Aa Fii Oro Yoo Oro ... Kii Jee, Kii Oro Oo Tan Booroo Booroo ...! #Yoruba #Proverb.",negative
"Eyin ara ipinle Rivers eku iroju #RiversRerun agbo wipe eje ni efi un mu eko, be le de hun be ori ara yin nitori awon oselu. Ago yin ma po o",negative
@user agbo wipe elo sinmi itura ni ilu oba fun ojo meji. Asi gbo wipe ole ponbele Didizanii wo oko ofurufu no. Itura ni ilu Oyinbo ti je?,negative
"Àwọn Iléèjọsìn ní Greece àti Àríwá Macedonia kọ̀ láti yọwọ́ ìlànà-ìsìn wọn padà k'ó ba má fàyè gba àjàkálẹ̀ àrùn #COVIDー19 t'ó ń ràn ká. https://t.co/Xtpk2HukUi """"""""""""""""Ọ̀rọ̀-òdì sí Olúwa ni láti ní ìgbàgbọ́ wí pé ènìyàn lè tara Jíjẹ ara-àti-mímu-ẹ̀jẹ̀ Olúwa kó ààrùn.",negative
"Ò yẹ ká sọ pé èrò láti ṣe òwò ló kọ́kọ́ gbé èèbó oníṣòwò dé ilẹ̀ adúláwọ̀, kọ́tó gba ilẹ̀ẹ wa mọ́wa lọ́wọ́. #IndependenceDay",negative
"sì kọ ibi ara si. Láìsí àtúnṣe sí àwọn ọ̀nà wọ̀nyìí, ìjọba tún gbé owó orí sókè, tí wọ́n sì gbé mú owó ori olóye kan náà lórí gbogbo àwọn àgbẹ̀. Awon àgbẹ̀ náà ń ké rara lórí àwọn ohun àìtọ́ tí ojú wọn ń rí yìí, nítorí pé, ilé ìṣúra yìí ṣe pàtàkì sí",negative
Atikékeré ṣe ẹrú kò mọ iyì ọ̀tẹ̀. He who has been in slavery since childhood does not appreciate the value of rebellion. #Yoruba,negative
"Dọ́kítà tí ó yẹ kí ó ṣe ojúṣe ṣe rẹ̀ fún ẹ̀dá ọmọ ènìyàn tẹ́mìí fẹ́ bọ́ lára rẹ̀, ọmọ ìkókó tí ó nílò ìtọ́jú lójú ẹsẹ̀. Nítoríi wákàtí márùn-ún, ọmọọlọ́mọ tó wá jayé orí 'ẹ̀ dèrò ọ̀run àjànte. Ó dun ni!",negative
"Ẹni tó ńsáré tó ńwo ẹ̀hìn, ó di dandan, kó fi ẹsẹ̀ kọ. / Whoever keeps looking back while running, will certainly stumble. [Ignore distractions; stay focused and keep moving.] #Yoruba #proverb",negative
Èwo ni kí àwọn ènìyàn ó máa fi ti wọn dí ará yòókù lọ́wọ́. Nígbà tí ọwọ́ ti pa tí ẹsẹ̀ pa ni wọ́n mọ̀ wí pé àwọn fẹ́ yín Olúwa. Ariwo orin ìyìn lu gbogbo àgbègbè já. Lábẹ́ ilé fa! 😡,negative
"@user @user O dayan mo, mo na opa abata sile fun ee.... #TweetinYoruba",negative
ibo wá ni gbogbo wọn nsá lọ??? :) #alakowe http://t.co/OFUvPCmd,negative
"D’ijú, kí o se bi ẹni kú, ki o le mọ ọ̀rẹ́ ti o fẹ ọ Abi ile aye yi kọ? #YorubaPoem #Yoruba",negative
"RT @user: @user """"""""""""""""Ikan o gbe'kan bi owu Jango. Awon irun kan nkaun."""""""""""""""" #TweetinYoruba",negative
Ooo e pa ahun #yoruba #yorubagbon,negative
"@user: @user asina ni mo ba lo o"""""""" Há à! Oníbọn lẹ bá lọ, ẹ̀yin lẹ yìnbọ fọ́ ojúu #Sunderland #IdanOriPapa",negative
ÀJỌ TASKFORCE TI BẸ̀RẸ̀ SÍÍ NÍ MÚ ÀWỌN ELÉTÍIKÚN ỌLỌ́KADÀ ALÙPÙPÙ TÍ Ó BÁ Ń GBA OJÚNÀ TÍ ÌJỌBA ÈKÓ LÒDÌ SÍ ---- https://t.co/ivvhalAVif #Yoruba #Bond929fm,negative
Ole ni gbogboo awon politicians orile ede Naijiriaaaa yiiii #tweetYoruba,negative
...ọ̀kanòjọ̀kan nǹkan t'ó ṣẹ̀ láti òkèèrè ni a máa ń yàn láàyó dípò ti ìbílẹ̀ ti wa. @user @user #IseseLagba #IseseHoliday,negative
Itọ́ ti fẹ́rẹ̀ gbẹ lẹ́nu. Mo daalé ná,negative
"Báyìí ni wọ́n ṣe fi ẹ̀sìn mú ni sìn, bàbá ni wọ́n pe bàbà, wọ́n pe Èṣù ní Sátánì fún wa. Wọ́n pe ajá lọ́bọ fún wa. #YorubaMoOlorun",negative
